Date,High,Low,Open,Close,Volume,Adj Close
2022-03-02,167.36000061035156,162.9499969482422,164.38999938964844,166.55999755859375,79724800.0,166.08494567871094
2022-03-03,168.91000366210938,165.5500030517578,168.47000122070312,166.22999572753906,76678400.0,165.75587463378906
2022-03-04,165.5500030517578,162.10000610351562,164.49000549316406,163.1699981689453,83737200.0,162.70460510253906
2022-03-07,165.02000427246094,159.0399932861328,163.36000061035156,159.3000030517578,96418800.0,158.8456573486328
2022-03-08,162.8800048828125,155.8000030517578,158.82000732421875,157.44000244140625,131148300.0,156.99095153808594
2022-03-09,163.41000366210938,159.41000366210938,161.47999572753906,162.9499969482422,91454900.0,162.48524475097656
2022-03-10,160.38999938964844,155.97999572753906,160.1999969482422,158.52000427246094,105342000.0,158.06788635253906
2022-03-11,159.27999877929688,154.5,158.92999267578125,154.72999572753906,96970100.0,154.28868103027344
2022-03-14,154.1199951171875,150.10000610351562,151.4499969482422,150.6199951171875,108732100.0,150.19039916992188
2022-03-15,155.57000732421875,150.3800048828125,150.89999389648438,155.08999633789062,92964300.0,154.64764404296875
2022-03-16,160.0,154.4600067138672,157.0500030517578,159.58999633789062,102300200.0,159.13482666015625
2022-03-17,161.0,157.6300048828125,158.61000061035156,160.6199951171875,75615400.0,160.16188049316406
2022-03-18,164.47999572753906,159.75999450683594,160.50999450683594,163.97999572753906,123511700.0,163.51229858398438
2022-03-21,166.35000610351562,163.00999450683594,163.50999450683594,165.3800048828125,95811400.0,164.90830993652344
2022-03-22,169.4199981689453,164.91000366210938,165.50999450683594,168.82000732421875,81532000.0,168.3385009765625
2022-03-23,172.63999938964844,167.64999389648438,167.99000549316406,170.2100067138672,98062700.0,169.72454833984375
2022-03-24,174.13999938964844,170.2100067138672,171.05999755859375,174.07000732421875,90131400.0,173.57351684570312
2022-03-25,175.27999877929688,172.75,173.8800048828125,174.72000122070312,80546200.0,174.22166442871094
2022-03-28,175.72999572753906,172.0,172.1699981689453,175.60000610351562,90371900.0,175.09915161132812
2022-03-29,179.00999450683594,176.33999633789062,176.69000244140625,178.9600067138672,100589400.0,178.44956970214844
2022-03-30,179.61000061035156,176.6999969482422,178.5500030517578,177.77000427246094,92633200.0,177.26296997070312
2022-03-31,178.02999877929688,174.39999389648438,177.83999633789062,174.61000061035156,103049300.0,174.1119842529297
2022-04-01,174.8800048828125,171.94000244140625,174.02999877929688,174.30999755859375,78751300.0,173.8128204345703
2022-04-04,178.49000549316406,174.44000244140625,174.57000732421875,178.44000244140625,76468400.0,177.93104553222656
2022-04-05,178.3000030517578,174.4199981689453,177.5,175.05999755859375,73401800.0,174.56068420410156
2022-04-06,173.6300048828125,170.1300048828125,172.36000061035156,171.8300018310547,89058800.0,171.33990478515625
2022-04-07,173.36000061035156,169.85000610351562,171.16000366210938,172.13999938964844,77594700.0,171.64901733398438
2022-04-08,171.77999877929688,169.1999969482422,171.77999877929688,170.08999633789062,76575500.0,169.6048583984375
2022-04-11,169.02999877929688,165.5,168.7100067138672,165.75,72246700.0,165.27723693847656
2022-04-12,169.8699951171875,166.63999938964844,168.02000427246094,167.66000366210938,79265200.0,167.1818084716797
2022-04-13,171.0399932861328,166.77000427246094,167.38999938964844,170.39999389648438,70618900.0,169.91397094726562
2022-04-14,171.27000427246094,165.0399932861328,170.6199951171875,165.2899932861328,75329400.0,164.8185577392578
2022-04-18,166.60000610351562,163.57000732421875,163.9199981689453,165.07000732421875,69023900.0,164.5991973876953
2022-04-19,167.82000732421875,163.91000366210938,165.02000427246094,167.39999389648438,67723800.0,166.92254638671875
2022-04-20,168.8800048828125,166.10000610351562,168.75999450683594,167.22999572753906,67929800.0,166.75302124023438
2022-04-21,171.52999877929688,165.91000366210938,168.91000366210938,166.4199981689453,87227800.0,165.94534301757812
2022-04-22,167.8699951171875,161.5,166.4600067138672,161.7899932861328,84882400.0,161.3285369873047
2022-04-25,163.1699981689453,158.4600067138672,161.1199951171875,162.8800048828125,96046400.0,162.41543579101562
2022-04-26,162.33999633789062,156.72000122070312,162.25,156.8000030517578,95623200.0,156.352783203125
2022-04-27,159.7899932861328,155.3800048828125,155.91000366210938,156.57000732421875,88063200.0,156.12344360351562
2022-04-28,164.52000427246094,158.92999267578125,159.25,163.63999938964844,130216800.0,163.1732635498047
2022-04-29,166.1999969482422,157.25,161.83999633789062,157.64999389648438,131747600.0,157.20034790039062
2022-05-02,158.22999572753906,153.27000427246094,156.7100067138672,157.9600067138672,123055300.0,157.5094757080078
2022-05-03,160.7100067138672,156.32000732421875,158.14999389648438,159.47999572753906,88966500.0,159.02513122558594
2022-05-04,166.47999572753906,159.25999450683594,159.6699981689453,166.02000427246094,108256500.0,165.54647827148438
2022-05-05,164.0800018310547,154.9499969482422,163.85000610351562,156.77000427246094,130525300.0,156.3228759765625
2022-05-06,159.44000244140625,154.17999267578125,156.00999450683594,157.27999877929688,116124600.0,157.06182861328125
2022-05-09,155.8300018310547,151.49000549316406,154.92999267578125,152.05999755859375,131577900.0,151.8490753173828
2022-05-10,156.74000549316406,152.92999267578125,155.52000427246094,154.50999450683594,115366700.0,154.29566955566406
2022-05-11,155.4499969482422,145.80999755859375,153.5,146.5,142689800.0,146.29678344726562
2022-05-12,146.1999969482422,138.8000030517578,142.77000427246094,142.55999755859375,182602000.0,142.36224365234375
2022-05-13,148.10000610351562,143.11000061035156,144.58999633789062,147.11000061035156,113990900.0,146.90594482421875
2022-05-16,147.52000427246094,144.17999267578125,145.5500030517578,145.5399932861328,86643800.0,145.33811950683594
2022-05-17,149.77000427246094,146.67999267578125,148.86000061035156,149.24000549316406,78336300.0,149.03298950195312
2022-05-18,147.36000061035156,139.89999389648438,146.85000610351562,140.82000732421875,109742900.0,140.6246795654297
2022-05-19,141.66000366210938,136.60000610351562,139.8800048828125,137.35000610351562,136095600.0,137.15948486328125
2022-05-20,140.6999969482422,132.61000061035156,139.08999633789062,137.58999633789062,137426100.0,137.39913940429688
2022-05-23,143.25999450683594,137.64999389648438,137.7899932861328,143.11000061035156,117726300.0,142.91148376464844
2022-05-24,141.97000122070312,137.3300018310547,140.80999755859375,140.36000061035156,104132700.0,140.16529846191406
2022-05-25,141.7899932861328,138.33999633789062,138.42999267578125,140.52000427246094,92482700.0,140.32508850097656
2022-05-26,144.33999633789062,137.13999938964844,137.38999938964844,143.77999877929688,90601500.0,143.58055114746094
2022-05-27,149.67999267578125,145.25999450683594,145.38999938964844,149.63999938964844,90978500.0,149.43243408203125
2022-05-31,150.66000366210938,146.83999633789062,149.07000732421875,148.83999633789062,103718400.0,148.633544921875
2022-06-01,151.74000549316406,147.67999267578125,149.89999389648438,148.7100067138672,74286600.0,148.50372314453125
2022-06-02,151.27000427246094,146.86000061035156,147.8300018310547,151.2100067138672,72348100.0,151.00025939941406
2022-06-03,147.97000122070312,144.4600067138672,146.89999389648438,145.3800048828125,88570300.0,145.1783447265625
2022-06-06,148.57000732421875,144.89999389648438,147.02999877929688,146.13999938964844,71598400.0,145.93728637695312
2022-06-07,149.0,144.10000610351562,144.35000610351562,148.7100067138672,67808200.0,148.50372314453125
2022-06-08,149.8699951171875,147.4600067138672,148.5800018310547,147.9600067138672,53950200.0,147.75477600097656
2022-06-09,147.9499969482422,142.52999877929688,147.0800018310547,142.63999938964844,69473000.0,142.442138671875
2022-06-10,140.75999450683594,137.05999755859375,140.27999877929688,137.1300048828125,91437900.0,136.93978881835938
2022-06-13,135.1999969482422,131.44000244140625,132.8699951171875,131.8800048828125,122207100.0,131.6970672607422
2022-06-14,133.88999938964844,131.47999572753906,133.1300048828125,132.75999450683594,84784300.0,132.57583618164062
2022-06-15,137.33999633789062,132.16000366210938,134.2899932861328,135.42999267578125,91533000.0,135.2421417236328
2022-06-16,132.38999938964844,129.0399932861328,132.0800018310547,130.05999755859375,108123900.0,129.8795928955078
2022-06-17,133.0800018310547,129.80999755859375,130.07000732421875,131.55999755859375,134520300.0,131.37750244140625
2022-06-21,137.05999755859375,133.32000732421875,133.4199981689453,135.8699951171875,81000500.0,135.68153381347656
2022-06-22,137.75999450683594,133.91000366210938,134.7899932861328,135.35000610351562,73409200.0,135.16226196289062
2022-06-23,138.58999633789062,135.6300048828125,136.82000732421875,138.27000427246094,72433800.0,138.0782012939453
2022-06-24,141.91000366210938,139.77000427246094,139.89999389648438,141.66000366210938,89116800.0,141.4635009765625
2022-06-27,143.49000549316406,140.97000122070312,142.6999969482422,141.66000366210938,70207900.0,141.4635009765625
2022-06-28,143.4199981689453,137.32000732421875,142.1300048828125,137.44000244140625,67083400.0,137.24935913085938
2022-06-29,140.6699981689453,136.6699981689453,137.4600067138672,139.22999572753906,66242400.0,139.036865234375
2022-06-30,138.3699951171875,133.77000427246094,137.25,136.72000122070312,98964500.0,136.5303497314453
2022-07-01,139.0399932861328,135.66000366210938,136.0399932861328,138.92999267578125,71051600.0,138.73727416992188
2022-07-05,141.61000061035156,136.92999267578125,137.77000427246094,141.55999755859375,73353800.0,141.36363220214844
2022-07-06,144.1199951171875,141.0800018310547,141.35000610351562,142.9199981689453,74064300.0,142.7217559814453
2022-07-07,146.5500030517578,143.27999877929688,143.2899932861328,146.35000610351562,66253700.0,146.14700317382812
2022-07-08,147.5500030517578,145.0,145.25999450683594,147.0399932861328,64547800.0,146.83602905273438
2022-07-11,146.63999938964844,143.77999877929688,145.6699981689453,144.8699951171875,63141600.0,144.66903686523438
2022-07-12,148.4499969482422,145.0500030517578,145.75999450683594,145.86000061035156,77588800.0,145.6576690673828
2022-07-13,146.4499969482422,142.1199951171875,142.99000549316406,145.49000549316406,71185600.0,145.28819274902344
2022-07-14,148.9499969482422,143.25,144.0800018310547,148.47000122070312,78140700.0,148.26405334472656
2022-07-15,150.86000061035156,148.1999969482422,149.77999877929688,150.1699981689453,76259900.0,149.96170043945312
2022-07-18,151.57000732421875,146.6999969482422,150.74000549316406,147.07000732421875,81420900.0,146.86599731445312
2022-07-19,151.22999572753906,146.91000366210938,147.9199981689453,151.0,82982400.0,150.79054260253906
2022-07-20,153.72000122070312,150.3699951171875,151.1199951171875,153.0399932861328,64823400.0,152.8277130126953
2022-07-21,155.57000732421875,151.94000244140625,154.5,155.35000610351562,65086600.0,155.134521484375
2022-07-22,156.27999877929688,153.41000366210938,155.38999938964844,154.08999633789062,66675400.0,153.87625122070312
2022-07-25,155.0399932861328,152.27999877929688,154.00999450683594,152.9499969482422,53623900.0,152.7378387451172
2022-07-26,153.08999633789062,150.8000030517578,152.25999450683594,151.60000610351562,55138700.0,151.3897247314453
2022-07-27,157.3300018310547,152.16000366210938,152.5800018310547,156.7899932861328,78620700.0,156.572509765625
2022-07-28,157.63999938964844,154.41000366210938,156.97999572753906,157.35000610351562,81378700.0,157.13174438476562
2022-07-29,163.6300048828125,159.5,161.24000549316406,162.50999450683594,101786900.0,162.28457641601562
2022-08-01,163.58999633789062,160.88999938964844,161.00999450683594,161.50999450683594,67829400.0,161.2859649658203
2022-08-02,162.41000366210938,159.6300048828125,160.10000610351562,160.00999450683594,59907000.0,159.7880401611328
2022-08-03,166.58999633789062,160.75,160.83999633789062,166.1300048828125,82507500.0,165.89956665039062
2022-08-04,167.19000244140625,164.42999267578125,166.00999450683594,165.80999755859375,55474100.0,165.5800018310547
2022-08-05,165.85000610351562,163.0,163.2100067138672,165.35000610351562,56697000.0,165.35000610351562
2022-08-08,167.80999755859375,164.1999969482422,166.3699951171875,164.8699951171875,60276900.0,164.8699951171875
2022-08-09,165.82000732421875,163.25,164.02000427246094,164.9199981689453,63135500.0,164.9199981689453
2022-08-10,169.33999633789062,166.89999389648438,167.67999267578125,169.24000549316406,70170500.0,169.24000549316406
2022-08-11,170.99000549316406,168.19000244140625,170.05999755859375,168.49000549316406,57149200.0,168.49000549316406
2022-08-12,172.1699981689453,169.39999389648438,169.82000732421875,172.10000610351562,68039400.0,172.10000610351562
2022-08-15,173.38999938964844,171.35000610351562,171.52000427246094,173.19000244140625,54091700.0,173.19000244140625
2022-08-16,173.7100067138672,171.66000366210938,172.77999877929688,173.02999877929688,56377100.0,173.02999877929688
2022-08-17,176.14999389648438,172.57000732421875,172.77000427246094,174.5500030517578,79542000.0,174.5500030517578
2022-08-18,174.89999389648438,173.1199951171875,173.75,174.14999389648438,62290100.0,174.14999389648438
2022-08-19,173.74000549316406,171.30999755859375,173.02999877929688,171.52000427246094,70346300.0,171.52000427246094
2022-08-22,169.86000061035156,167.13999938964844,169.69000244140625,167.57000732421875,69026800.0,167.57000732421875
2022-08-23,168.7100067138672,166.64999389648438,167.0800018310547,167.22999572753906,54147100.0,167.22999572753906
2022-08-24,168.11000061035156,166.25,167.32000732421875,167.52999877929688,53841500.0,167.52999877929688
2022-08-25,170.13999938964844,168.35000610351562,168.77999877929688,170.02999877929688,51218200.0,170.02999877929688
2022-08-26,171.0500030517578,163.55999755859375,170.57000732421875,163.6199951171875,78961000.0,163.6199951171875
2022-08-29,162.89999389648438,159.82000732421875,161.14999389648438,161.3800048828125,73314000.0,161.3800048828125
2022-08-30,162.55999755859375,157.72000122070312,162.1300048828125,158.91000366210938,77906200.0,158.91000366210938
2022-08-31,160.5800018310547,157.13999938964844,160.30999755859375,157.22000122070312,87991100.0,157.22000122070312
2022-09-01,158.4199981689453,154.6699981689453,156.63999938964844,157.9600067138672,74229900.0,157.9600067138672
2022-09-02,160.36000061035156,154.97000122070312,159.75,155.80999755859375,76905200.0,155.80999755859375
